--- Relatório Detalhado de Falhas de Localização ---

Arquivo                   | Score IoU
img_002162.jpg            | 0.000
img_001613.jpg            | 0.000
img_002549.jpg            | 0.000
img_010018.jpg            | 0.000
img_001672.jpg            | 0.000
img_001885.jpg            | 0.000
img_001959.jpg            | 0.000
img_014584.jpg            | 0.000
img_011730.jpg            | 0.000
img_000289.jpg            | 0.000
img_011538.jpg            | 0.000
img_003530.jpg            | 0.000
img_000088.jpg            | 0.000
img_011482.jpg            | 0.000
img_001407.jpg            | 0.000
img_001065.jpg            | 0.000
img_004495.jpg            | 0.000
img_010957.jpg            | 0.000
img_014318.jpg            | 0.000
img_010554.jpg            | 0.000
img_010854.jpg            | 0.000
img_000361.jpg            | 0.000
img_001495.jpg            | 0.000
img_001444.jpg            | 0.000
img_000959.jpg            | 0.000
img_003005.jpg            | 0.000
img_012688.jpg            | 0.000
img_013103.jpg            | 0.000
img_013712.jpg            | 0.000
img_011115.jpg            | 0.000
img_000977.jpg            | 0.000
img_001913.jpg            | 0.000
img_010259.jpg            | 0.000
img_002433.jpg            | 0.000
img_011795.jpg            | 0.000
img_011362.jpg            | 0.000
img_013197.jpg            | 0.000
img_014950.jpg            | 0.000
img_001448.jpg            | 0.000
img_011819.jpg            | 0.000
img_010872.jpg            | 0.000
img_002391.jpg            | 0.000
img_003895.jpg            | 0.000
img_010206.jpg            | 0.000
img_004994.jpg            | 0.000
img_010061.jpg            | 0.000
img_010528.jpg            | 0.000
img_004415.jpg            | 0.000
img_013991.jpg            | 0.000
img_001166.jpg            | 0.000
img_013687.jpg            | 0.000
img_001288.jpg            | 0.000
img_010414.jpg            | 0.000
img_000316.jpg            | 0.000
img_003036.jpg            | 0.000
img_000263.jpg            | 0.000
img_001743.jpg            | 0.000
img_002055.jpg            | 0.000
img_011510.jpg            | 0.000
img_003018.jpg            | 0.000
img_011688.jpg            | 0.000
img_002077.jpg            | 0.000
img_013284.jpg            | 0.000
img_013892.jpg            | 0.000
img_010129.jpg            | 0.000
img_003841.jpg            | 0.000
img_011034.jpg            | 0.000
img_000177.jpg            | 0.000
img_003208.jpg            | 0.000
img_010091.jpg            | 0.000
img_011628.jpg            | 0.000
img_013901.jpg            | 0.000
img_002632.jpg            | 0.000
img_000411.jpg            | 0.000
img_011874.jpg            | 0.000
img_002887.jpg            | 0.000
img_004921.jpg            | 0.000
img_011962.jpg            | 0.000
img_011429.jpg            | 0.000
img_011130.jpg            | 0.000
img_012548.jpg            | 0.000
img_000653.jpg            | 0.000
img_011487.jpg            | 0.000
img_013604.jpg            | 0.000
img_002655.jpg            | 0.000
img_000386.jpg            | 0.000
img_012371.jpg            | 0.000
img_010183.jpg            | 0.000
img_001191.jpg            | 0.000
img_003995.jpg            | 0.000
img_014415.jpg            | 0.000
img_002605.jpg            | 0.000
img_001404.jpg            | 0.000
img_001655.jpg            | 0.000
img_011860.jpg            | 0.000
img_002275.jpg            | 0.000
img_014706.jpg            | 0.000
